"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":5949.509999998554},{""page_index"":1,""viewing_time"":1567.349999997532},{""page_index"":2,""viewing_time"":1210.5850000007194}]","8728.259999996226","instructions","0","8752","0.0-0.0","85387","","","",""
"","3452.9050000055577","survey-text","1","12207","0.0-1.0","85387","{""Q0"":""22""}","","",""
"","4357.530000001134","survey-text","2","16566","0.0-2.0","85387","{""Q0"":""Masters Studnet""}","","",""
"","10264.410000003409","survey-text","3","26832","0.0-3.0","85387","{""Q0"":""1""}","","",""
"","10303.059999998368","survey-text","4","37137","0.0-4.0","85387","{""Q0"":""Moveable-Do""}","","",""
"","2875.0099999961094","survey-text","5","40013","0.0-5.0","85387","{""Q0"":""Piano""}","","",""
"","8993.010000005597","survey-text","6","49008","0.0-6.0","85387","{""Q0"":""BM Performance""}","","",""
"","6781.634999999369","survey-text","7","55791","0.0-7.0","85387","{""Q0"":""Michigan State University""}","","",""
"[{""page_index"":0,""viewing_time"":1564.409999999043},{""page_index"":1,""viewing_time"":11235.789999998815},{""page_index"":2,""viewing_time"":2641.54000000417},{""page_index"":3,""viewing_time"":1518.6349999930826}]","16960.845000001427","instructions","8","72753","0.0-8.0","85387","","","",""
"","15554.60999999923","image-button-response","9","88310","0.0-9.0-0.0","85387","","img/Berkowitz3.png","1",""
"","9923.174999996263","image-button-response","10","98236","0.0-9.0-1.0","85387","","img/Berkowitz3.png","3",""
"","11003.17499999801","image-slider-response","11","109242","0.0-9.0-2.0","85387","","","","22"
"","11277.829999999085","image-slider-response","12","120522","0.0-9.0-3.0","85387","","","","64"
"","1749.309999999241","image-button-response","13","122275","0.0-9.0-4.0","85387","","img/Berkowitz3.png","1",""
"","5639.004999997269","image-button-response","14","127916","0.0-9.0-0.1","85387","","img/Berkowitz622.png","4",""
"","4442.380000000412","image-button-response","15","132361","0.0-9.0-1.1","85387","","img/Berkowitz622.png","6",""
"","5146.209999998973","image-slider-response","16","137508","0.0-9.0-2.1","85387","","","","100"
"","6053.04499999329","image-slider-response","17","143563","0.0-9.0-3.1","85387","","","","15"
"","4304.734999997891","image-button-response","18","147869","0.0-9.0-4.1","85387","","img/Berkowitz622.png","1",""
"","19527.130000002217","image-button-response","19","167398","0.0-9.0-0.2","85387","","img/Berkowitz75.png","1",""
"","2212.4150000017835","image-button-response","20","169613","0.0-9.0-1.2","85387","","img/Berkowitz75.png","4",""
"","7223.879999997735","image-slider-response","21","176838","0.0-9.0-2.2","85387","","","","37"
"","2808.14499999542","image-slider-response","22","179648","0.0-9.0-3.2","85387","","","","36"
"","1980.8300000004238","image-button-response","23","181631","0.0-9.0-4.2","85387","","img/Berkowitz75.png","1",""
"","12294.920000000275","image-button-response","24","193928","0.0-9.0-0.3","85387","","img/Berkowitz156.png","2",""
"","2416.3599999956205","image-button-response","25","196346","0.0-9.0-1.3","85387","","img/Berkowitz156.png","4",""
"","2952.0400000037625","image-slider-response","26","199299","0.0-9.0-2.3","85387","","","","44"
"","2436.4999999961583","image-slider-response","27","201738","0.0-9.0-3.3","85387","","","","50"
"","1100.9049999993294","image-button-response","28","202840","0.0-9.0-4.3","85387","","img/Berkowitz156.png","1",""
"","53274.33000000019","image-button-response","29","256118","0.0-9.0-0.4","85387","","img/Berkowitz379.png","2",""
"","3707.4700000011944","image-button-response","30","259827","0.0-9.0-1.4","85387","","img/Berkowitz379.png","5",""
"","4038.9199999990524","image-slider-response","31","263868","0.0-9.0-2.4","85387","","","","59"
"","2856.4649999971152","image-slider-response","32","266726","0.0-9.0-3.4","85387","","","","61"
"","1516.5849999975762","image-button-response","33","268244","0.0-9.0-4.4","85387","","img/Berkowitz379.png","1",""
"","16104.860000006738","image-button-response","34","284351","0.0-9.0-0.5","85387","","img/Berkowitz88.png","2",""
"","1337.695000001986","image-button-response","35","285690","0.0-9.0-1.5","85387","","img/Berkowitz88.png","3",""
"","2796.3849999941885","image-slider-response","36","288488","0.0-9.0-2.5","85387","","","","38"
"","2392.5600000002305","image-slider-response","37","290882","0.0-9.0-3.5","85387","","","","69"
"","1237.7100000012433","image-button-response","38","292121","0.0-9.0-4.5","85387","","img/Berkowitz88.png","1",""
"","16537.01000000001","image-button-response","39","308660","0.0-9.0-0.6","85387","","img/Berkowitz382t.png","2",""
"","1009.5399999991059","image-button-response","40","309672","0.0-9.0-1.6","85387","","img/Berkowitz382t.png","3",""
"","1924.5200000004843","image-slider-response","41","311598","0.0-9.0-2.6","85387","","","","25"
"","5934.020000000601","image-slider-response","42","317534","0.0-9.0-3.6","85387","","","","45"
"","1537.4100000044564","image-button-response","43","319073","0.0-9.0-4.6","85387","","img/Berkowitz382t.png","1",""
"","31410.005000005185","image-button-response","44","350486","0.0-9.0-0.7","85387","","img/Berkowitz627.png","4",""
"","1380.925000004936","image-button-response","45","351868","0.0-9.0-1.7","85387","","img/Berkowitz627.png","5",""
"","4814.865000000282","image-slider-response","46","356687","0.0-9.0-2.7","85387","","","","91"
"","3078.4249999996973","image-slider-response","47","359767","0.0-9.0-3.7","85387","","","","14"
"","1373.074999995879","image-button-response","48","361141","0.0-9.0-4.7","85387","","img/Berkowitz627.png","1",""
"","33560.58000000485","image-button-response","49","394704","0.0-9.0-0.8","85387","","img/Berkowitz70.png","2",""
