"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":2727.390000000014},{""page_index"":1,""viewing_time"":2767.7650000005087},{""page_index"":2,""viewing_time"":1784.0649999998277},{""page_index"":1,""viewing_time"":2503.9550000001327},{""page_index"":2,""viewing_time"":4239.934999999605}]","14023.584999999912","instructions","0","14028","0.0-0.0","16356","","","",""
"","3174.3100000003324","survey-text","1","17204","0.0-1.0","16356","{""Q0"":""28""}","","",""
"","5558.070000000043","survey-text","2","22764","0.0-2.0","16356","{""Q0"":""Doctoral Student""}","","",""
"","4742.814999999609","survey-text","3","27507","0.0-3.0","16356","{""Q0"":""3""}","","",""
"","17807.104999999865","survey-text","4","45315","0.0-4.0","16356","{""Q0"":""Moveable-Do, La-Based Minor""}","","",""
"","4382.190000000264","survey-text","5","49699","0.0-5.0","16356","{""Q0"":""Organ""}","","",""
"","5951.07999999982","survey-text","6","55651","0.0-6.0","16356","{""Q0"":""MM Theory""}","","",""
"","5527.184999999918","survey-text","7","61179","0.0-7.0","16356","{""Q0"":""University of Minnesota""}","","",""
"[{""page_index"":0,""viewing_time"":1503.3149999999296},{""page_index"":1,""viewing_time"":5543.665000000146},{""page_index"":2,""viewing_time"":1855.9299999997165},{""page_index"":3,""viewing_time"":1600.5000000004657}]","10503.760000000511","instructions","8","71683","0.0-8.0","16356","","","",""
"","14686.380000000107","image-button-response","9","86373","0.0-9.0-0.0","16356","","img/Berkowitz379.png","2",""
"","5117.059999999576","image-button-response","10","91491","0.0-9.0-1.0","16356","","img/Berkowitz379.png","5",""
"","3805.820000000487","image-slider-response","11","95300","0.0-9.0-2.0","16356","","","","67"
"","9437.125000000378","image-slider-response","12","104739","0.0-9.0-3.0","16356","","","","55"
"","2062.7599999998056","image-button-response","13","106803","0.0-9.0-4.0","16356","","img/Berkowitz379.png","1",""
"","9463.275000000067","image-button-response","14","116267","0.0-9.0-0.1","16356","","img/Berkowitz156.png","1",""
"","3134.360000000015","image-button-response","15","119403","0.0-9.0-1.1","16356","","img/Berkowitz156.png","5",""
"","2886.4299999995565","image-slider-response","16","122291","0.0-9.0-2.1","16356","","","","36"
"","8765.260000000126","image-slider-response","17","131059","0.0-9.0-3.1","16356","","","","48"
"","1839.1499999997905","image-button-response","18","132899","0.0-9.0-4.1","16356","","img/Berkowitz156.png","1",""
"","15951.360000000015","image-button-response","19","148852","0.0-9.0-0.2","16356","","img/Berkowitz70.png","1",""
"","2382.0800000003073","image-button-response","20","151235","0.0-9.0-1.2","16356","","img/Berkowitz70.png","4",""
"","5327.049999999872","image-slider-response","21","156564","0.0-9.0-2.2","16356","","","","23"
"","3246.3849999994563","image-slider-response","22","159811","0.0-9.0-3.2","16356","","","","33"
"","1038.8800000000629","image-button-response","23","160851","0.0-9.0-4.2","16356","","img/Berkowitz70.png","1",""
"","7741.989999999525","image-button-response","24","168595","0.0-9.0-0.3","16356","","img/Berkowitz88.png","0",""
"","2454.335000000341","image-button-response","25","171051","0.0-9.0-1.3","16356","","img/Berkowitz88.png","7",""
"","3159.405000000319","image-slider-response","26","174212","0.0-9.0-2.3","16356","","","","30"
"","3837.529999999795","image-slider-response","27","178051","0.0-9.0-3.3","16356","","","","72"
"","1351.319999999745","image-button-response","28","179403","0.0-9.0-4.3","16356","","img/Berkowitz88.png","1",""
"","7494.244999999879","image-button-response","29","186899","0.0-9.0-0.4","16356","","img/Berkowitz26.png","0",""
"","5663.335000000196","image-button-response","30","192564","0.0-9.0-1.4","16356","","img/Berkowitz26.png","4",""
"","4805.620000000083","image-slider-response","31","197371","0.0-9.0-2.4","16356","","","","21"
"","8118.575000000419","image-slider-response","32","205491","0.0-9.0-3.4","16356","","","","90"
"","1062.6500000007509","image-button-response","33","206555","0.0-9.0-4.4","16356","","img/Berkowitz26.png","0",""
"","23727.039999999746","image-button-response","34","230283","0.0-9.0-0.5","16356","","img/Berkowitz294.png","1",""
"","2550.5550000007206","image-button-response","35","232835","0.0-9.0-1.5","16356","","img/Berkowitz294.png","5",""
"","3246.489999999554","image-slider-response","36","236083","0.0-9.0-2.5","16356","","","","31"
"","3078.620000000228","image-slider-response","37","239163","0.0-9.0-3.5","16356","","","","32"
"","1126.0650000003807","image-button-response","38","240291","0.0-9.0-4.5","16356","","img/Berkowitz294.png","1",""
"","10093.829999999813","image-button-response","39","250388","0.0-9.0-0.6","16356","","img/Berkowitz59.png","3",""
"","2134.4599999993225","image-button-response","40","252524","0.0-9.0-1.6","16356","","img/Berkowitz59.png","5",""
"","3829.339999999327","image-slider-response","41","256355","0.0-9.0-2.6","16356","","","","28"
"","8782.07000000021","image-slider-response","42","265139","0.0-9.0-3.6","16356","","","","90"
"","1742.9400000000605","image-button-response","43","266885","0.0-9.0-4.6","16356","","img/Berkowitz59.png","1",""
"","5964.934999999998","image-button-response","44","272851","0.0-9.0-0.7","16356","","img/Berkowitz9.png","0",""
"","2334.3100000001723","image-button-response","45","275187","0.0-9.0-1.7","16356","","img/Berkowitz9.png","4",""
"","3254.0800000005984","image-slider-response","46","278443","0.0-9.0-2.7","16356","","","","0"
"","3254.7549999998882","image-slider-response","47","281699","0.0-9.0-3.7","16356","","","","100"
"","1174.9799999998068","image-button-response","48","282875","0.0-9.0-4.7","16356","","img/Berkowitz9.png","0",""
"","11526.810000000289","image-button-response","49","294403","0.0-9.0-0.8","16356","","img/Berkowitz607tx.png","5",""
"","4438.775000000547","image-button-response","50","298844","0.0-9.0-1.8","16356","","img/Berkowitz607tx.png","7",""
"","4613.550000000047","image-slider-response","51","303459","0.0-9.0-2.8","16356","","","","100"
"","4110.219999999565","image-slider-response","52","307570","0.0-9.0-3.8","16356","","","","0"
"","1686.9799999995157","image-button-response","53","309259","0.0-9.0-4.8","16356","","img/Berkowitz607tx.png","1",""
"","13934.584999999963","image-button-response","54","323196","0.0-9.0-0.9","16356","","img/Berkowitz627.png","4",""
"","2188.954999999609","image-button-response","55","325387","0.0-9.0-1.9","16356","","img/Berkowitz627.png","6",""
"","4038.5800000003655","image-slider-response","56","329426","0.0-9.0-2.9","16356","","","","83"
"","5190.8499999999185","image-slider-response","57","334619","0.0-9.0-3.9","16356","","","","73"
"","1525.764999999432","image-button-response","58","336146","0.0-9.0-4.9","16356","","img/Berkowitz627.png","1",""
"","10359.309999999823","image-button-response","59","346507","0.0-9.0-0.10","16356","","img/Berkowitz622.png","5",""
