"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","responses","stimulus","button_pressed","response"
"[{""page_index"":0,""viewing_time"":4495},{""page_index"":1,""viewing_time"":10926},{""page_index"":2,""viewing_time"":3606}]","19028","instructions","0","19041","0.0-0.0","73650","","","",""
"","3228","survey-text","1","22275","0.0-1.0","73650","{""Q0"":""44""}","","",""
"","9345","survey-text","2","31626","0.0-2.0","73650","{""Q0"":""Completed Doctorate in Psychology""}","","",""
"","4105","survey-text","3","35733","0.0-3.0","73650","{""Q0"":""0""}","","",""
"","6858","survey-text","4","42593","0.0-4.0","73650","{""Q0"":""I like them all.""}","","",""
"","4439","survey-text","5","47033","0.0-5.0","73650","{""Q0"":""piaino""}","","",""
"","12034","survey-text","6","59072","0.0-6.0","73650","{""Q0"":""PhD Cognition and Neuroscience""}","","",""
"","3667","survey-text","7","62742","0.0-7.0","73650","{""Q0"":""LSU""}","","",""
"[{""page_index"":0,""viewing_time"":1498},{""page_index"":1,""viewing_time"":18206},{""page_index"":2,""viewing_time"":1863},{""page_index"":3,""viewing_time"":4327}]","25895","instructions","8","88643","0.0-8.0","73650","","","",""
"","13129","image-button-response","9","101783","0.0-9.0-0.0","73650","","img/Berkowitz312.png","4",""
"","4333","image-button-response","10","106125","0.0-9.0-1.0","73650","","img/Berkowitz312.png","9",""
"","44737","image-slider-response","11","150867","0.0-9.0-2.0","73650","","","","66"
"","3982","image-slider-response","12","154850","0.0-9.0-3.0","73650","","","","50"
"","15962","image-button-response","13","170859","0.0-9.0-4.0","73650","","img/Berkowitz312.png","1",""
"","6408","image-button-response","14","177273","0.0-9.0-0.1","73650","","img/Berkowitz629.png","2",""
"","2234","image-button-response","15","179511","0.0-9.0-1.1","73650","","img/Berkowitz629.png","4",""
"","3083","image-slider-response","16","182606","0.0-9.0-2.1","73650","","","","32"
"","2637","image-slider-response","17","185246","0.0-9.0-3.1","73650","","","","50"
"","2611","image-button-response","18","187863","0.0-9.0-4.1","73650","","img/Berkowitz629.png","1",""
"","8583","image-button-response","19","196453","0.0-9.0-0.2","73650","","img/Berkowitz334t.png","4",""
"","1228","image-button-response","20","197684","0.0-9.0-1.2","73650","","img/Berkowitz334t.png","5",""
"","2574","image-slider-response","21","200260","0.0-9.0-2.2","73650","","","","57"
"","2234","image-slider-response","22","202499","0.0-9.0-3.2","73650","","","","35"
"","1519","image-button-response","23","204027","0.0-9.0-4.2","73650","","img/Berkowitz334t.png","1",""
"","3815","image-button-response","24","207850","0.0-9.0-0.3","73650","","img/Berkowitz26.png","0",""
"","3461","image-button-response","25","211314","0.0-9.0-1.3","73650","","img/Berkowitz26.png","1",""
"","3131","image-slider-response","26","214449","0.0-9.0-2.3","73650","","","","23"
"","1851","image-slider-response","27","216304","0.0-9.0-3.3","73650","","","","50"
"","9179","image-button-response","28","225486","0.0-9.0-4.3","73650","","img/Berkowitz26.png","1",""
"","3155","image-button-response","29","228645","0.0-9.0-0.4","73650","","img/Berkowitz75.png","2",""
"","2229","image-button-response","30","230877","0.0-9.0-1.4","73650","","img/Berkowitz75.png","2",""
"","3670","image-slider-response","31","234549","0.0-9.0-2.4","73650","","","","30"
"","1716","image-slider-response","32","236268","0.0-9.0-3.4","73650","","","","50"
"","1917","image-button-response","33","238188","0.0-9.0-4.4","73650","","img/Berkowitz75.png","1",""
"","6468","image-button-response","34","244658","0.0-9.0-0.5","73650","","img/Berkowitz607tx.png","3",""
"","1557","image-button-response","35","246218","0.0-9.0-1.5","73650","","img/Berkowitz607tx.png","3",""
"","2237","image-slider-response","36","248458","0.0-9.0-2.5","73650","","","","50"
