dataset.id	melody.id	note.id	melody.name	vertint12	articulation	comma	voice	ornament	dyn	phrase	bioi	deltast	accidental	mpitch	cpitch	barlength	pulses	tempo	mode	keysig	dur	onset	cpitch.order.ltm.cpint	cpitch.order.stm.cpint	cpitch.weight.ltm	cpitch.weight.stm	cpitch.weight.ltm.cpint	cpitch.weight.stm.cpint	cpitch.probability	cpitch.information.content	cpitch.entropy	cpitch.43	cpitch.44	cpitch.45	cpitch.46	cpitch.47	cpitch.48	cpitch.49	cpitch.50	cpitch.51	cpitch.52	cpitch.53	cpitch.54	cpitch.55	cpitch.56	cpitch.57	cpitch.58	cpitch.59	cpitch.60	cpitch.61	cpitch.62	cpitch.63	cpitch.64	cpitch.65	cpitch.66	cpitch.67	cpitch.68	cpitch.69	cpitch.70	cpitch.71	cpitch.72	cpitch.73	cpitch.74	cpitch.75	cpitch.76	cpitch.77	probability	information.content	entropy	
2	1	11	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	37	64	96	4	NA	NA	0	24	576	6	1	0.98924357	0.010756441	1.0	1.0	0.3232374	1.6293341	2.0111864	1.5806274e-5	1.5806274e-5	1.5806274e-5	1.5806274e-5	1.5806274e-5	1.5806274e-5	1.5806274e-5	1.3129585e-4	1.5806274e-5	3.137772e-5	6.2289284e-5	5.4581462e-5	7.77234e-4	3.912812e-5	0.006524197	6.602283e-4	0.0043714535	0.47880235	0.08981468	0.036466703	0.0025677453	0.3232374	0.026214393	0.0034849246	0.010846104	3.137772e-5	0.005934049	0.0025849612	8.131958e-4	0.004962631	2.360623e-5	0.0013901497	1.5806274e-5	1.5806274e-5	1.5806274e-5	0.3232374	1.6293341	2.0111864	
2	1	12	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	600	7	2	0.8255789	0.17442104	0.99999994	0.99999994	0.25758368	1.9568869	2.6649718	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	4.2075375e-5	0.001796224	4.2075375e-5	7.456791e-5	0.0017252017	1.183584e-4	0.029767077	0.020142982	0.0061569028	0.09141465	0.007564875	0.25758368	0.004783835	0.06527791	0.36326647	0.1050933	0.02586013	9.3882607e-4	0.011374492	7.456791e-5	5.398883e-4	2.2205478e-4	1.846942e-4	0.0052715135	5.880378e-5	2.4622757e-4	4.2075375e-5	0.25758368	1.9568869	2.6649718	
2	1	13	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	37	64	96	4	NA	NA	0	24	624	8	2	0.9883306	0.011669363	1.0	1.0	0.19292314	2.3739018	2.0366356	2.3168863e-5	2.3168863e-5	2.3168863e-5	2.3168863e-5	2.3168863e-5	2.3168863e-5	2.3168863e-5	1.9207802e-4	2.3168863e-5	4.5964418e-5	9.1188245e-5	7.991414e-5	0.001135183	5.73061e-5	0.007432846	9.6443633e-4	0.011503535	0.50324035	0.20546533	0.041561462	0.0037530912	0.19292314	0.004528115	0.0063716657	0.009112028	4.5964418e-5	0.008167684	5.2256754e-4	0.001187657	7.8454457e-4	3.458924e-5	5.446335e-4	2.3168863e-5	2.3168863e-5	2.3168863e-5	0.19292314	2.3739018	2.0366356	
2	1	14	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	38	65	96	4	NA	NA	0	24	648	5	3	0.9294248	0.070575185	0.99999994	1.0	0.5329966	0.90780175	2.0003273	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	2.8686605e-5	0.0019637395	2.8686605e-5	5.463411e-5	0.0018765469	9.190718e-5	0.010333743	0.0013553364	0.0027629104	0.019230671	0.016500989	0.13756455	0.0045991126	0.019127345	0.5329966	0.23414493	0.0075731263	9.459435e-4	0.0060353065	5.463411e-5	5.074112e-4	1.8663054e-4	1.5167437e-4	0.0013752208	4.181602e-5	2.0965449e-4	2.8686605e-5	0.5329966	0.90780175	2.0003273	
2	1	15	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	39	67	96	4	NA	NA	0	96	672	6	1	0.9970766	0.0029234479	0.99999994	0.99999994	0.6610693	0.59712666	1.6333779	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	2.4411545e-5	0.00998776	2.4411545e-5	4.8724265e-5	9.725128e-5	0.0037636599	4.7190944e-4	6.0865612e-5	0.010180644	0.0010502547	0.04998853	0.013094059	0.20711853	0.019605769	0.0040759337	0.6610693	0.0025613175	0.012793302	0.001146535	4.8724265e-5	0.0019127736	1.8201134e-4	1.457041e-4	8.512809e-5	3.6573947e-5	2.0620406e-4	0.6610693	0.59712666	1.6333779	
2	1	16	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	96	0	0	39	67	96	4	NA	NA	0	48	768	9	2	0.75079685	0.24920313	1.0	1.0	0.10608599	3.2366939	2.6333933	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	7.46952e-5	0.010148815	7.46952e-5	1.3835264e-4	0.0025608286	2.1868142e-4	0.057442013	9.458545e-4	0.010193222	0.01154516	0.03993568	0.28883612	0.007940624	0.10608599	0.108070664	0.3333131	0.010997792	0.0015021107	0.0064022057	1.3835264e-4	9.0494694e-4	3.9762093e-4	3.3442836e-4	9.764244e-4	0.10608599	3.2366939	2.6333933	
2	1	17	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	38	65	96	4	NA	NA	0	48	816	5	0	0.9944068	0.005593136	1.0	1.0	0.46030855	1.1193268	2.1996906	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	5.65639e-5	0.0011851864	5.65639e-5	1.2796534e-4	2.701488e-4	2.3465458e-4	0.0013637538	1.6356967e-4	0.00523498	0.003639067	0.0056589795	0.46030855	0.023738775	0.20251712	0.1273629	0.15011081	0.0034319318	0.003604101	0.0056911744	1.2796534e-4	0.001539487	0.0017097046	0.0010091761	2.3465458e-4	0.46030855	1.1193268	2.1996906	
2	1	18	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	37	64	96	4	NA	NA	0	48	864	5	1	0.9884027	0.011597235	1.0	0.99999994	0.46251604	1.1124247	2.0727327	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.6744665e-5	2.2175697e-4	2.6744665e-5	5.306106e-5	1.0527247e-4	9.225617e-5	0.0013124392	6.6154906e-5	0.005618925	0.0011135873	0.0073737362	0.19542849	0.46251604	0.04880293	0.004336875	0.2416662	0.005237264	0.0058795377	0.013695993	5.306106e-5	0.002577139	6.0420565e-4	0.0013738741	9.0755225e-4	3.9928796e-5	6.296844e-4	0.46251604	1.1124247	2.0727327	
2	1	19	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	36	62	96	4	NA	NA	0	48	912	6	1	0.9980867	0.0019132908	1.0	0.99999994	0.64571106	0.6310393	1.5738795	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.7716951e-5	2.3463131e-4	2.7716951e-5	5.5360422e-5	1.1057409e-4	0.0010746587	0.0036587485	0.002218045	8.9482043e-4	0.027441131	0.0015265142	0.64571106	0.0055890493	0.02339021	0.24962926	0.011882251	0.010887811	0.0011832822	0.010652356	5.5360422e-5	6.06177e-4	0.0023551993	1.657325e-4	9.677705e-5	4.154318e-5	2.3463131e-4	2.7716951e-5	0.64571106	0.6310393	1.5738795	
2	1	20	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	35	60	96	4	NA	NA	0	24	960	5	2	0.9788025	0.021197459	1.0	1.0	0.5575784	0.8427534	1.9538573	2.0527112e-5	2.0527112e-5	2.0527112e-5	2.0527112e-5	2.0527112e-5	2.0527112e-5	2.0527112e-5	1.667421e-4	2.0527112e-5	4.0455412e-5	7.973069e-5	6.99621e-5	9.699444e-4	5.033064e-5	0.007966042	8.2429947e-4	0.005358886	0.5575784	0.116861634	0.019237269	0.0032246034	0.23168404	0.018877922	0.0042823805	0.013172481	4.0455412e-5	0.007253004	0.0031874273	0.0010148961	0.0060776803	3.0527157e-5	0.001725233	2.0527112e-5	2.0527112e-5	2.0527112e-5	0.5575784	0.8427534	1.9538573	
2	1	21	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	984	8	1	0.94157124	0.058428753	1.0	1.0	0.1935244	2.3694127	2.5831754	4.203904e-5	4.203904e-5	4.203904e-5	4.203904e-5	4.203904e-5	3.1533104e-4	4.203904e-5	8.0740945e-5	1.5507257e-4	1.3675127e-4	0.004272277	9.961886e-5	0.01625862	0.0014669216	0.014743939	0.20734017	0.38803566	0.03042586	0.0058917985	0.1935244	0.0064110504	0.05743583	0.021805093	8.0740945e-5	0.0081749745	8.193115e-4	0.039942283	0.0012071584	6.15822e-5	8.5219153e-4	4.203904e-5	4.203904e-5	4.203904e-5	4.203904e-5	4.203904e-5	0.1935244	2.3694127	2.5831754	
2	1	22	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	37	64	96	4	NA	NA	0	24	1008	5	2	0.9952517	0.0047483137	1.0	1.0	0.6339902	0.6574675	1.5463207	8.2780325e-6	8.2780325e-6	8.2780325e-6	8.2780325e-6	8.2780325e-6	8.2780325e-6	8.2780325e-6	7.6555955e-4	8.2780325e-6	1.6501668e-5	7.292733e-4	2.8801283e-5	0.009500821	5.147225e-4	0.0011032085	0.00881267	0.01425874	0.26068458	0.0016540069	0.009056608	0.04675901	0.6339902	0.0032483665	3.496547e-4	0.0075247637	1.6501668e-5	1.7946327e-4	6.1494095e-5	4.9247425e-5	5.228001e-4	1.2393167e-5	6.96519e-5	8.2780325e-6	8.2780325e-6	8.2780325e-6	0.6339902	0.6574675	1.5463207	
2	1	23	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	1032	6	2	0.7949796	0.20502043	1.0	1.0	0.32221773	1.6338923	2.5122237	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	6.06718e-5	0.023781564	6.06718e-5	1.0526878e-4	0.007099472	1.6425169e-4	0.009301238	7.589735e-4	0.0023037207	0.058878656	0.0074000983	0.32221773	0.0062111183	0.06565424	0.33860224	0.12568653	0.022112895	0.0012065934	0.005280905	1.0526878e-4	7.082482e-4	3.0105282e-4	2.5211644e-4	7.8400824e-4	8.374826e-5	3.3254924e-4	6.06718e-5	0.32221773	1.6338923	2.5122237	
2	1	24	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	35	60	96	4	NA	NA	0	96	1056	6	3	0.9996401	3.5990906e-4	1.0	1.0	0.8462561	0.2408338	0.9766635	3.4614197e-6	3.4614197e-6	3.4614197e-6	3.4614197e-6	3.4614197e-6	3.4614197e-6	3.4614197e-6	2.9399407e-5	3.4614197e-6	6.9211114e-6	1.3838768e-5	1.2109504e-5	1.7754965e-4	8.650693e-6	0.0011885217	1.5036737e-4	0.012649671	0.8462561	0.024396153	0.013851376	5.825876e-4	0.05538645	7.1974454e-4	0.001016933	0.0419499	6.9211114e-6	5.592379e-4	8.1020546e-5	1.8595738e-4	1.2226183e-4	5.1913717e-6	8.4476764e-5	3.4614197e-6	3.4614197e-6	3.4614197e-6	0.8462561	0.2408338	0.9766635	
2	2	1	"Berkowitz10"	NA	NA	NA	1	NA	NA	1	0	0	-1	27	46	72	3	NA	NA	-2	24	0	0	0	0.5	0.5	1.0	1.0	0.028571427	5.129283	5.1292834	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	0.028571427	5.129283	5.1292834	
2	2	2	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	28	48	72	3	NA	NA	-2	24	24	0	0	0.981996	0.018003993	1.0	1.0	0.23962273	2.0611634	2.924123	0.03830943	0.28497145	0.13501866	0.05437049	0.11723807	0.23962273	0.033846926	0.028684305	0.032471735	0.0010130316	0.014123251	0.0039011715	0.003543307	0.001742075	2.7307164e-4	0.005682401	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	2.7307164e-4	0.23962273	2.0611634	2.924123	
2	2	3	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	48	1	0	0.9806298	0.019370217	1.0	0.99999994	0.3257347	1.6182307	2.4275205	0.0059047076	0.040475786	0.027678486	0.2524161	0.009876489	0.051786266	0.25127786	0.3257347	0.01779612	0.0021063685	0.010800404	7.943395e-5	0.0010405048	2.9138298e-4	2.6513165e-4	0.001595546	2.5117102e-5	4.2201058e-4	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	2.5117102e-5	0.3257347	1.6182307	2.4275205	
2	2	4	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	72	2	1	0.9849874	0.0150125995	1.0	0.99999994	0.054253392	4.2041426	2.3503053	0.01678394	6.938463e-4	0.0027201283	0.046571933	0.012415167	0.28562832	0.005164196	0.054253392	0.36680743	0.18490848	0.013303228	0.0010961612	0.0075940215	4.371114e-5	5.413072e-4	1.5292842e-4	1.3937e-4	7.0708466e-4	1.5913236e-5	2.2047307e-4	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	1.5913236e-5	0.054253392	4.2041426	2.3503053	
2	2	5	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	30	51	72	3	NA	NA	-2	24	96	3	0	0.98789966	0.012100362	1.0	1.0	0.42076072	1.2489281	2.3145635	0.0018132656	1.9131038e-4	0.006871695	0.0043023843	0.00650916	0.1954054	0.029155219	0.16909741	0.42076072	0.14173791	0.004342882	0.0044790674	0.008144275	1.4533775e-4	0.0018132656	0.0021329434	0.0012800958	2.3714679e-4	5.2752992e-5	7.3657965e-4	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	5.2752992e-5	0.42076072	1.2489281	2.3145635	
2	2	6	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	31	53	72	3	NA	NA	-2	24	120	4	0	0.9987497	0.0012504332	1.0	1.0	0.6239835	0.6804202	1.6988784	0.0026587755	8.304666e-4	8.793586e-5	0.01016168	0.001613168	0.06484019	0.019935282	0.23370789	0.013390599	0.007103508	0.6239835	0.004530595	0.010531436	0.00192198	6.726764e-5	0.003358285	2.3248828e-4	2.118473e-4	1.0859797e-4	2.5903095e-5	3.35662e-4	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	2.5903095e-5	0.6239835	0.6804202	1.6988784	
2	2	7	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	32	55	72	3	NA	NA	-2	48	144	5	1	0.9905444	0.009455664	1.0	1.0	0.59818834	0.7413283	1.9211822	2.4916671e-5	0.0018563909	4.55831e-5	0.024552079	3.347547e-4	0.004542226	0.008759467	0.026576001	0.19081524	0.0026462332	0.059870467	0.06905962	0.59818834	0.007100367	5.5921706e-4	0.0040154746	2.4916671e-5	2.7662353e-4	7.983761e-5	7.300043e-5	3.414955e-4	1.1048773e-5	1.13947724e-4	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	1.1048773e-5	0.59818834	0.7413283	1.9211822	
2	2	8	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	48	0	0	31	53	72	3	NA	NA	-2	24	192	6	2	0.92449564	0.07550436	1.0	1.0	0.38311344	1.3841565	2.3841066	0.005261091	2.9107467e-5	5.856956e-5	0.019228175	1.0063727e-4	0.013580879	5.949552e-4	0.0021881615	0.0344825	0.008847428	0.38311344	0.004337764	0.048447285	0.26504284	0.19475764	0.0088817505	0.0010185686	0.007959356	5.856956e-5	5.2926637e-4	1.6781501e-4	1.5458917e-4	6.068333e-4	2.9107467e-5	2.3280157e-4	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	2.9107467e-5	0.38311344	1.3841565	2.3841066	
2	2	9	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	30	51	72	3	NA	NA	-2	24	216	5	0	0.9999567	4.3277887e-5	1.0	1.0	0.8258957	0.27596846	1.0737616	1.2962702e-5	3.4738565e-5	2.3850745e-5	3.7078318e-4	1.6592083e-5	0.002345433	2.8514132e-4	0.018398758	0.8258957	0.04632543	0.020462025	0.0012505025	0.071627215	0.0012482168	0.0019140332	0.0077131684	1.2962702e-5	0.0010910543	1.5377304e-4	3.7368623e-4	1.3199891e-4	5.703792e-6	1.7191806e-4	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	5.703792e-6	0.8258957	0.27596846	1.0737616	
