dataset.id	melody.id	note.id	melody.name	vertint12	articulation	comma	voice	ornament	dyn	phrase	bioi	deltast	accidental	mpitch	cpitch	barlength	pulses	tempo	mode	keysig	dur	onset	cpitch.order.ltm.cpint	cpitch.order.stm.cpint	cpitch.weight.ltm	cpitch.weight.stm	cpitch.weight.ltm.cpint	cpitch.weight.stm.cpint	cpitch.probability	cpitch.information.content	cpitch.entropy	cpitch.46	cpitch.48	cpitch.50	cpitch.51	cpitch.53	cpitch.55	cpitch.57	cpitch.58	cpitch.60	cpitch.62	cpitch.64	cpitch.65	cpitch.66	cpitch.67	cpitch.69	cpitch.70	cpitch.71	cpitch.72	cpitch.74	cpitch.76	probability	information.content	entropy	
1	1	11	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	37	64	96	4	NA	NA	0	24	576	7	1	0.9891011	0.010898859	1.0	0.99999994	0.4450087	1.1680945	1.6530856	8.528313e-4	8.528313e-4	0.001051074	0.0012489032	0.001051074	0.001446386	0.006869154	0.0020371876	0.46359766	0.013009098	0.4450087	0.02663113	0.0036044542	0.01166004	0.0069122566	0.0012489032	0.0020371876	0.007838276	0.0021900248	8.528313e-4	0.4450087	1.1680945	1.6530856	
1	1	12	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	600	8	2	0.8533637	0.14663635	1.0	1.0	0.34630534	1.5298835	2.5982137	2.2110253e-4	2.2110253e-4	2.2110253e-4	2.6479346e-4	0.0016930839	0.0029646142	0.030694611	0.020388879	0.098823436	0.34630534	0.063016914	0.28593394	0.095338054	0.029224493	0.01349144	0.0013422372	0.0016327214	0.0015059079	0.0058782855	8.37925e-4	0.34630534	1.5298835	2.5982137	
1	1	13	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	37	64	96	4	NA	NA	0	24	624	9	2	0.9867855	0.013214571	1.0	0.99999994	0.31789866	1.6533612	1.7058066	0.001227765	0.001227765	0.0015124218	0.0017963585	0.0015124218	0.0020796931	0.009545989	0.002926832	0.5678868	0.044630405	0.31789866	0.0065674456	0.0076414607	0.011208225	0.012511925	0.0017963585	0.002926832	0.0023625097	0.0015124218	0.001227765	0.31789866	1.6533612	1.7058066	
1	1	14	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	38	65	96	4	NA	NA	0	24	648	5	3	0.9352371	0.0647629	1.0	1.0	0.5542844	0.8513017	1.9095336	1.8708587e-4	1.8708587e-4	1.8708587e-4	2.2796495e-4	0.0017415928	0.0032179412	0.009221922	0.0019685451	0.021058477	0.14025038	0.021236531	0.5542844	0.22063059	0.010870806	0.007591455	0.0013502736	0.0016736615	0.0015317401	0.0017768443	8.0568565e-4	0.5542844	0.8513017	1.9095336	
1	1	15	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	39	67	96	4	NA	NA	0	96	672	5	1	0.99111384	0.008886131	0.99999994	1.0	0.68399036	0.5479521	1.6701227	1.2017805e-4	1.2017805e-4	1.2017805e-4	1.2017805e-4	0.009714794	0.0016736194	0.004837378	0.0015853117	0.010303283	0.0509026	0.16571999	0.027275732	0.014481208	0.68399036	0.014654212	0.0037940298	0.001863083	0.0023994409	0.003094863	0.003229408	0.68399036	0.5479521	1.6701227	
1	1	16	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	96	0	0	39	67	96	4	NA	NA	0	48	768	9	2	0.41812772	0.5818723	0.99999994	1.0	0.04964324	4.3322587	2.5256395	0.0024616471	0.0024616471	0.0024616471	0.0024616471	0.0024616471	0.0064852894	0.006992146	0.009301361	0.02816237	0.014041387	0.027755335	0.4348408	0.058822095	0.04964324	0.2898687	0.017412504	0.013560719	0.013567899	0.00804842	0.009189439	0.04964324	4.3322587	2.5256395	
1	1	17	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	38	65	96	4	NA	NA	0	48	816	5	0	0.976959	0.023040976	1.0	1.0	0.5199459	0.94356656	2.3489606	2.7322906e-4	2.7322906e-4	2.7322906e-4	2.7322906e-4	2.7322906e-4	0.0028018637	0.0023376672	0.007562577	0.0043513593	0.011841183	0.03368281	0.5199459	0.06605976	0.14656639	0.1345737	0.021053113	0.0185598	0.014123908	0.0043513593	0.010822495	0.5199459	0.94356656	2.3489606	
1	1	18	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	37	64	96	4	NA	NA	0	48	864	5	1	0.97286224	0.027137717	1.0	1.0	0.5418731	0.8839731	2.0911577	3.2335668e-4	3.2335668e-4	3.2335668e-4	3.2335668e-4	0.0020884315	0.0022216327	0.0041722762	0.0050460296	0.0104601355	0.023571454	0.5418731	0.062466476	0.03590196	0.25262734	0.019549113	0.019311087	0.0016605023	0.0056952937	0.0067428225	0.005318988	0.5418731	0.8839731	2.0911577	
1	1	19	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	36	62	96	4	NA	NA	0	48	912	6	1	0.9764371	0.023562865	1.0	1.0	0.5855207	0.772208	2.0001144	3.630961e-4	3.630961e-4	3.630961e-4	4.4630273e-4	0.00573199	0.005233145	0.0065651033	0.0033099903	0.03084326	0.5855207	0.035962615	0.21361923	0.062988624	0.019568032	0.015043148	0.0015065487	0.0035774217	0.0051970403	0.002130028	0.0016675587	0.5855207	0.772208	2.0001144	
1	1	20	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	48	0	0	35	60	96	4	NA	NA	0	24	960	5	2	0.99538213	0.004617861	1.0	0.99999994	0.67943245	0.557598	1.5227194	9.756738e-4	9.756738e-4	0.0012040689	0.0014322613	0.0012040689	0.0016602852	0.007963396	0.0023435494	0.67943245	0.015262382	0.2235111	0.021930227	0.0041615595	0.013562955	0.008013683	0.0014322613	0.0023435494	0.009094516	0.0025205277	9.756738e-4	0.67943245	0.557598	1.5227194	
1	1	21	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	984	17	1	0.78174925	0.21825081	1.0	1.0	0.3794731	1.3979305	2.610432	0.001095154	0.004050943	0.0042729713	0.0065217693	0.011467209	0.024718227	0.03533541	0.31757486	0.06963667	0.3794731	0.045089874	0.03336626	0.0034215578	0.014173529	0.028103516	0.005417302	0.009901281	0.004190097	0.001095154	0.001095154	0.3794731	1.3979305	2.610432	
1	1	22	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	37	64	96	4	NA	NA	0	24	1008	6	2	0.9926079	0.0073921424	1.0	1.0	0.6588617	0.60195243	1.4692869	1.1130508e-4	1.1130508e-4	8.97884e-4	0.0011535832	0.0021764387	0.011686179	0.003059554	0.017434558	0.2576401	0.016975535	0.6588617	0.008446565	0.0045031654	0.010460838	0.0011389841	0.0010367509	0.0023541905	0.0013157259	5.242507e-4	1.1130508e-4	0.6588617	0.60195243	1.4692869	
1	1	23	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	36	62	96	4	NA	NA	0	24	1032	7	2	0.79097563	0.20902437	1.0	1.0	0.37771133	1.404644	2.481349	5.151354e-4	5.151354e-4	5.151354e-4	6.088489e-4	0.0033991644	0.008629469	0.011980344	0.0026168907	0.05855797	0.37771133	0.06254321	0.26441774	0.1571599	0.026850916	0.009958543	0.0036432452	0.0032866877	0.0030493818	0.0022698157	0.0017710527	0.37771133	1.404644	2.481349	
1	1	24	"Berkowitz1"	NA	NA	NA	1	NA	NA	0	24	0	0	35	60	96	4	NA	NA	0	96	1056	6	3	0.999079	9.210035e-4	1.0	1.0	0.8305181	0.26791644	1.0166286	4.957861e-4	4.957861e-4	6.123224e-4	7.2883826e-4	6.123224e-4	8.453368e-4	0.003954546	0.0011947504	0.8305181	0.02197299	0.09297701	0.002708	0.003156807	0.03294831	0.0021094808	7.2883826e-4	0.0011947504	9.618206e-4	6.123224e-4	4.957861e-4	0.8305181	0.26791644	1.0166286	
1	2	1	"Berkowitz10"	NA	NA	NA	1	NA	NA	1	0	0	-1	27	46	72	3	NA	NA	-2	24	0	0	0	0.5	0.5	1.0	1.0	0.049999993	4.321928	4.3219275	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	4.321928	4.3219275	
1	2	2	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	28	48	72	3	NA	NA	-2	24	24	0	0	0.99385405	0.0061459476	1.0	1.0	0.55983967	0.83691436	2.101885	0.16681808	0.55983967	0.0806981	0.075575404	0.031555858	0.031555858	0.035969608	0.012374793	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	4.6770292e-4	0.55983967	0.83691436	2.101885	
1	2	3	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	48	1	0	0.98408973	0.015910236	1.0	1.0	0.3983526	1.327882	2.0312276	0.38461778	0.09411199	0.3983526	0.051505756	0.033512183	0.012533694	0.012533694	0.0057752407	0.004650283	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	2.1877019e-4	0.3983526	1.327882	2.0312276	
1	2	4	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	72	2	1	0.99494445	0.005055491	1.0	1.0	0.08829876	3.501463	2.0391147	0.069089524	0.38322794	0.08829876	0.39254406	0.029444227	0.020362183	0.0059875576	0.0048979972	0.0030791266	0.001985287	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	1.0832492e-4	0.08829876	3.501463	2.0391147	
1	2	5	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	30	51	72	3	NA	NA	-2	24	96	3	0	0.9615107	0.038489245	1.0	1.0	0.33732188	1.5678023	2.348013	0.045394894	0.30183646	0.19699806	0.33732188	0.04421124	0.032461207	0.008962772	0.02308139	0.0038687645	0.003660829	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	2.2025673e-4	0.33732188	1.5678023	2.348013	
1	2	6	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	31	53	72	3	NA	NA	-2	24	120	4	0	0.9718933	0.02810672	0.99999994	0.99999994	0.4944499	1.0161036	2.2784083	0.026311358	0.08259841	0.21745786	0.08127201	0.4944499	0.03859042	0.0068809986	0.015362099	0.015362099	0.016895458	0.0011239327	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	4.1059952e-4	0.4944499	1.0161036	2.2784083	
1	2	7	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	32	55	72	3	NA	NA	-2	48	144	5	1	0.9871832	0.012816704	1.0	0.99999994	0.55076873	0.8604814	2.0237048	0.022434438	0.011096525	0.042495783	0.22603996	0.09559586	0.55076873	0.015166044	0.0153330965	0.005475453	0.005475453	0.0061732074	0.0021038775	4.4157266e-4	1.9999243e-4	1.9999243e-4	1.9999243e-4	1.9999243e-4	1.9999243e-4	1.9999243e-4	1.9999243e-4	0.55076873	0.8604814	2.0237048	
1	2	8	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	48	0	0	31	53	72	3	NA	NA	-2	24	192	6	2	0.8738034	0.12619661	0.99999994	0.99999994	0.36780992	1.4429677	2.6307926	0.022571363	0.021164272	0.016469827	0.06305411	0.36780992	0.10612788	0.29248577	0.036716856	0.026634578	0.0105706025	0.0105706025	0.005364461	0.011758037	0.00462922	6.7871506e-4	6.7871506e-4	6.7871506e-4	6.7871506e-4	6.7871506e-4	6.7871506e-4	0.36780992	1.4429677	2.6307926	
1	2	9	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	30	51	72	3	NA	NA	-2	24	216	5	0	0.99046475	0.009535255	1.0	1.0	0.58900803	0.7636408	1.9996216	0.008005702	0.015524585	0.04512482	0.58900803	0.053563207	0.20720017	0.02306265	0.025439994	0.008573457	0.009009944	0.009402607	0.0033581646	6.5517274e-4	2.959537e-4	2.959537e-4	2.959537e-4	2.959537e-4	2.959537e-4	2.959537e-4	2.959537e-4	0.58900803	0.7636408	1.9996216	
1	2	10	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	240	8	1	0.9817539	0.018246053	1.0	0.99999994	0.46538934	1.10349	2.149108	0.02737651	0.051332448	0.46538934	0.06393151	0.30713776	0.03801345	0.0041095703	0.012335069	0.013098505	0.013806667	8.154299e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	2.9486816e-4	0.46538934	1.10349	2.149108	
1	2	11	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	28	48	72	3	NA	NA	-2	24	264	7	0	0.99884284	0.0011572357	1.0	1.0	0.7301098	0.45381463	1.4693668	0.023026623	0.7301098	0.056046702	0.12633376	0.025629383	0.018419297	0.006221557	0.00783511	0.002599336	0.0024543586	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	1.3240188e-4	0.7301098	0.45381463	1.4693668	
1	2	12	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	27	46	72	3	NA	NA	-2	24	288	8	1	0.9994596	5.403454e-4	1.0	1.0	0.764418	0.38756633	1.1140524	0.764418	0.011578985	0.1821038	0.010974746	0.013486893	0.0073564257	0.0015826217	0.005443429	8.5021195e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	1.7605576e-4	0.764418	0.38756633	1.1140524	
1	2	13	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	28	48	72	3	NA	NA	-2	24	312	11	2	0.99916875	8.312821e-4	1.0	0.99999994	0.77736866	0.36332914	1.3589777	0.05815211	0.77736866	0.059041303	0.04933058	0.018142086	0.016722597	0.0083476	0.0021820029	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	8.319064e-4	0.77736866	0.36332914	1.3589777	
1	2	14	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	24	336	6	1	0.9995982	4.0170475e-4	1.0	1.0	0.7241768	0.4655861	1.2620435	0.19769725	0.032885175	0.7241768	0.01810522	0.013851762	0.0040554455	0.004410483	0.0022011208	0.0014813341	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	6.6411216e-5	0.7241768	0.4655861	1.2620435	
1	2	15	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	30	51	72	3	NA	NA	-2	24	360	13	2	0.9731528	0.026847197	1.0	1.0	0.4091433	1.2893219	2.0154097	0.07590144	0.37028185	0.08414869	0.4091433	0.02734845	0.01774061	0.0053584175	0.0044026673	0.00279602	0.0018201652	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	1.05847525e-4	0.4091433	1.2893219	2.0154097	
1	2	16	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	31	53	72	3	NA	NA	-2	24	384	12	1	0.90352935	0.0964707	1.0	1.0	0.5253181	0.92873687	2.1402442	0.028801717	0.058341846	0.2308222	0.07479654	0.5253181	0.033642348	0.0056828316	0.011990271	0.011990271	0.013838316	0.0010544007	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	4.134714e-4	0.5253181	0.92873687	2.1402442	
1	2	17	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	32	55	72	3	NA	NA	-2	24	408	15	2	0.9176114	0.08238861	1.0	1.0	0.44267368	1.1756845	2.330805	0.05437844	0.014633074	0.09380405	0.26275596	0.07476423	0.44267368	0.016091133	0.016255816	0.0062418915	0.0062418915	0.0069780787	0.0025656177	6.0111424e-4	2.8787967e-4	2.8787967e-4	2.8787967e-4	2.8787967e-4	2.8787967e-4	2.8787967e-4	2.8787967e-4	0.44267368	1.1756845	2.330805	
1	2	18	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	31	53	72	3	NA	NA	-2	48	432	12	3	0.8424308	0.15756916	0.99999994	1.0	0.5128125	0.9634967	2.3261504	0.023099666	0.016465843	0.012929453	0.04579271	0.5128125	0.08267989	0.21840668	0.028006306	0.02182827	0.008431512	0.008431512	0.004384377	0.009342874	0.0038035414	5.9745443e-4	5.9745443e-4	5.9745443e-4	5.9745443e-4	5.9745443e-4	5.9745443e-4	0.5128125	0.9634967	2.3261504	
1	2	19	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	48	0	-1	30	51	72	3	NA	NA	-2	24	480	9	2	0.89260507	0.10739487	1.0	1.0	0.5650982	0.8234264	2.0631545	0.007838327	0.014237261	0.047221106	0.5650982	0.07950817	0.21020725	0.02033915	0.022219328	0.008337578	0.008719172	0.009060893	0.003582643	8.214508e-4	4.0137392e-4	4.0137392e-4	4.0137392e-4	4.0137392e-4	4.0137392e-4	4.0137392e-4	4.0137392e-4	0.5650982	0.8234264	2.0631545	
1	2	20	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	0	29	50	72	3	NA	NA	-2	48	504	8	3	0.94149506	0.05850499	1.0	1.0	0.58417225	0.7755343	1.868288	0.020568825	0.037586153	0.58417225	0.050204594	0.24245569	0.028178824	0.0033373402	0.009575713	0.010143358	0.010668693	7.0761103e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	2.667786e-4	0.58417225	0.7755343	1.868288	
1	2	21	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	48	0	0	28	48	72	3	NA	NA	-2	24	552	8	1	0.9984834	0.001516559	1.0	1.0	0.7965189	0.32821944	1.1842812	0.016230043	0.7965189	0.03952989	0.10165017	0.01806387	0.012983665	0.0043872553	0.0055246265	0.0018335495	0.0017313195	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	9.349524e-5	0.7965189	0.32821944	1.1842812	
1	2	22	"Berkowitz10"	NA	NA	NA	1	NA	NA	0	24	0	-1	27	46	72	3	NA	NA	-2	72	576	18	2	0.9887608	0.011239159	1.0	1.0	0.6503145	0.6207905	1.459175	0.6503145	0.019380735	0.26172236	0.017998694	0.02206989	0.012116386	0.002649881	0.008994538	0.0014330624	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	3.0179272e-4	0.6503145	0.6207905	1.459175	
1	3	1	"Berkowitz2"	NA	NA	NA	1	NA	NA	1	0	0	0	38	65	96	4	NA	NA	-1	48	0	0	0	0.5	0.5	1.0	1.0	0.049999993	4.321928	4.3219275	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	0.049999993	4.321928	4.3219275	
1	3	2	"Berkowitz2"	NA	NA	NA	1	NA	NA	0	48	0	0	39	67	96	4	NA	NA	-1	48	48	0	0	0.897773	0.10222691	1.0	1.0	0.26407173	1.9209982	3.3214366	0.0019040976	0.0019040976	0.0019040976	0.0019040976	0.008617919	0.009066432	0.016809108	0.020109156	0.030462798	0.07944817	0.16542098	0.089852326	0.1414368	0.26407173	0.050842162	0.044548415	0.0077126846	0.020924201	0.022543643	0.02051714	0.26407173	1.9209982	3.3214366	
1	3	3	"Berkowitz2"	NA	NA	NA	1	NA	NA	0	48	0	0	40	69	96	4	NA	NA	-1	48	96	1	0	0.91103375	0.088966295	1.0	1.0	0.41011754	1.2858906	2.7203228	0.0053321877	0.0053321877	0.0053321877	0.0053321877	0.0053321877	0.012733856	0.009108926	0.017993167	0.03464443	0.010936135	0.042652603	0.2723637	0.009108926	0.07496744	0.41011754	0.028106108	0.016259247	0.017993167	0.0072449087	0.009108926	0.41011754	1.2858906	2.7203228	
1	3	4	"Berkowitz2"	NA	NA	NA	1	NA	NA	0	48	0	-1	41	70	96	4	NA	NA	-1	48	144	2	1	0.89960474	0.10039528	1.0	1.0	0.26998848	1.8890302	2.8032131	0.002452905	0.002452905	0.002452905	0.002452905	0.002452905	0.002452905	0.01009266	0.004576029	0.017786477	0.021760216	0.0055933176	0.0491531	0.024493326	0.23319295	0.061832227	0.26998848	0.25221765	0.019863943	0.011199606	0.0035325903	0.26998848	1.8890302	2.8032131	
